Date,Open,High,Low,Close,Volume
2015-01-02,27.46595255705368,27.57015270779711,26.921806355893903,27.141780853271484,1014438
2015-01-05,26.933385522039124,27.473674679988545,25.926133025561278,25.972444534301758,2845756
2015-01-06,26.126809789653848,26.242587086890424,25.4939005719289,25.55950927734375,2684524
2015-01-07,25.721601065679078,26.176987358435966,25.420583556699714,25.490049362182617,2129441
2015-01-08,25.922272789051227,26.605353551881013,25.694581164333975,26.520450592041016,2304921
2015-01-09,26.50887528800691,26.848484206561608,25.852808790177708,26.111377716064453,1960746
2015-01-12,26.26574612510165,26.562906534463856,25.84123419892372,26.234874725341797,1218469
2015-01-13,26.0148956106979,26.836905003791703,25.902978341233464,26.6362247467041,1714162
2015-01-14,26.130673027209706,26.636227868930362,25.833515579505185,25.891401290893555,2749739
2015-01-15,26.084360828376667,26.34292975792111,24.976771062604914,25.767906188964844,4842150
2015-01-16,25.574944874305555,25.98016249203375,25.111841549192594,25.806499481201172,4824468
2015-01-19,25.987879705025936,26.27346293614033,25.77562524033941,26.223291397094727,2299519
2015-01-20,26.265742543943425,27.110909196308683,26.25416540256951,27.014429092407227,3483747
2015-01-21,27.110909172039676,27.932918596582144,26.987414756929926,27.88661003112793,4095568
2015-01-22,27.940638010491973,29.45344529684462,27.88660938914645,29.310653686523438,5826878
2015-01-23,29.57694538727208,30.48000084261621,29.492042410475495,29.742891311645508,4656575
2015-01-26,29.503614271047116,29.65026591174247,29.10997674696496,29.57308006286621,2967352
2015-01-27,29.488181053325025,29.650266924995595,28.828254536322095,29.117694854736328,2367272
2015-01-28,29.49975861632438,29.52291289993971,28.697043415148663,29.333812713623047,1901059
2015-01-29,29.098397941332923,29.55764120243755,28.851409127734442,29.46502113342285,1785279
2015-01-30,29.569223113659092,29.642545990002407,29.059808286106627,29.275922775268555,1581262
2015-02-02,29.302936637368987,29.434148162538275,28.585124444407832,29.052087783813477,3224132
2015-02-03,29.295221840526985,30.005314032646965,29.25277035683076,29.935848236083984,2590022
2015-02-04,29.80077194647103,29.912689208984375,29.600091701847514,29.912689208984375,1834621
2015-02-05,29.503614994496278,30.140384277728828,29.34152912439029,30.0902156829834,1495733
2015-02-06,30.175116041898498,30.175116041898498,29.499755363749216,29.75446128845215,1620476
2015-02-09,29.44573007064173,29.61553305817492,29.148569689865006,29.522912979125977,1659766
2015-02-10,29.684994612823743,30.175115139132945,29.588514518831722,29.95899772644043,1566158
2015-02-11,29.89338837288591,29.955137038894843,29.47659371034095,29.592370986938477,1346863
2015-02-12,29.484320888295276,30.46455911544511,29.44958651918985,30.240724563598633,2273385
2015-02-13,30.487713300436884,30.85819655177972,30.236864437578117,30.7115478515625,2615414
2015-02-16,30.672954661190843,31.15921224484955,30.557177363554587,31.082029342651367,2064740
2015-02-17,30.95080873371326,31.290420502404984,30.526296967187005,31.078163146972656,1637437
2015-02-18,31.274986740151874,31.552849874110315,31.051152221758826,31.498821258544922,1444411
2015-02-19,31.38690618036232,32.14716982351151,31.18236884374633,31.846149444580078,2688181
2015-02-20,31.714940771453016,32.05069260251151,31.487246188733568,32.035255432128906,2486071
2015-02-23,32.332410271034796,32.37872177846704,31.90018131235629,32.13945007324219,1461632
2015-02-24,32.13558955904445,32.34012983885709,31.711077719186292,32.120155334472656,1963139
2015-02-25,32.12015710449712,32.1819028392036,31.406201988643453,31.75739097595215,2085600
2015-02-26,31.04344072387807,31.456375471425332,30.6652374021871,31.105186462402344,3019410
2015-02-27,31.008705959754163,31.228680487067273,30.6729570700516,31.055017471313477,3718563
2015-03-02,30.997131375295584,31.363754636285094,30.66137951355337,30.777156829833984,2953254
2015-03-03,30.777155565285206,31.047298699721253,30.202134925220285,30.2716007232666,2301108
2015-03-04,30.321763696403668,30.460695266723633,29.912689041760878,30.460695266723633,2411782
2015-03-05,30.669096520466574,30.943099667775726,30.306330380261052,30.862056732177734,2636888
2015-03-06,30.87363395575577,31.46795176272477,30.769436736664332,31.051156997680664,2565277
2015-03-09,31.066594236788074,31.286568761436484,30.800308201141352,31.01256561279297,2113251
2015-03-10,31.01256432236588,31.201664498480326,30.553318093177452,30.73470115661621,1923969
2015-03-11,30.781010262650565,31.56828818936642,30.707684448430236,31.41391944885254,2327194
2015-03-12,31.28271205875534,31.576012437583394,30.954680251240283,31.047300338745117,2212294
2015-03-13,31.12061936832991,31.329016727926533,30.827319053600714,31.313579559326172,2446810
2015-03-16,31.46023483007102,31.911764009218096,31.317446143220792,31.761255264282227,2765066
2015-03-17,31.865449915786463,31.865449915786463,31.07431185336144,31.645475387573242,2658448
2015-03-18,31.649334658051917,31.780546188354492,31.32130288795631,31.780546188354492,2221805
2015-03-19,31.811424901322557,32.12787957334044,31.437081569133447,31.52584457397461,2400257
2015-03-20,31.525839081908664,32.224354078426174,31.43321606403458,32.07770538330078,3198243
2015-03-23,32.031397084068196,32.031397084068196,31.04729876700265,31.3020076751709,2785658
2015-03-24,31.19008506166562,32.120154592771186,31.139916472118482,32.04296875,2757869
2015-03-25,32.00052156789423,32.04297305103181,31.46023237332993,31.614601135253906,2260688
2015-03-26,31.290434364337774,31.448660235842244,30.746285054442087,31.309728622436523,2308094
2015-03-27,31.344456099365562,31.792122242881952,31.24797599708696,31.606882095336914,2311419
2015-03-30,31.795982739020904,31.892462842718462,31.440936664055265,31.618459701538086,2073282
2015-03-31,31.57601119395337,32.09314612952848,31.5065453949758,31.564434051513672,2004324
2015-04-01,31.363751770011913,32.34013292242219,31.294285975459783,32.035255432128906,2325911
2015-04-02,32.324696209822136,32.47134491402495,31.85773284040714,32.266807556152344,1458269
2015-04-07,32.34398789377998,32.7607826338642,32.297679329996626,32.59097671508789,1725804
2015-04-08,32.61799615041523,32.980762326858105,32.55239037852136,32.82253646850586,2158349
2015-04-09,33.023212395407555,33.31265272946021,32.787800688164246,33.235469818115234,1488334
2015-04-10,33.196871443486124,33.24704297975879,32.104718951453954,32.4327507019043,3227658
2015-04-13,32.48291643481635,32.86883680004693,32.309253448198085,32.67587661743164,1680164
2015-04-14,32.5639608241691,32.74534387508723,31.96192596949519,32.185760498046875,2254519
2015-04-15,32.2243537902832,32.38643965360494,31.992802136346576,32.2243537902832,1647204
2015-04-16,32.07385030993492,32.166470397778944,31.7226612710029,31.819141387939453,2122602
2015-04-17,31.7573865690095,31.969640999011343,31.15149172556502,31.344451904296875,2611728
2015-04-20,31.437080949285765,31.83457855997004,31.32516366031862,31.819141387939453,1370908
2015-04-21,31.84615062635948,32.25522825911086,31.7033619604324,31.927196502685547,2026385
2015-04-22,32.015958171390665,32.25908697968517,31.39848607897188,31.853872299194336,1745265
2015-04-23,31.77669035512625,31.904044817944264,30.889075033226923,31.193952560424805,2518944
2015-04-24,31.332881610339264,31.799844991572833,31.29814723952259,31.699504852294922,1891374
2015-04-27,31.718795850695614,32.35170501592661,31.190083888864162,32.16646194458008,2111224
2015-04-28,32.06998182885815,32.12401044455631,31.10904094183933,31.25568962097168,2207608
2015-04-29,32.13944890405837,32.301534757666374,30.69610750149113,30.87363052368164,3139971
2015-04-30,30.904504666193905,31.51811665570458,30.638218662415927,31.41391944885254,2669534
2015-05-04,31.46022827991157,31.992800292037217,31.09746512258094,31.753528594970703,1493833
2015-05-05,31.877023724432416,32.197338355771564,31.11290299868189,31.178508758544922,2149267
2015-05-06,31.105186767012963,31.390767067205307,30.781015011822618,31.186229705810547,1759216
2015-05-07,30.6575229504788,31.15921779277209,30.244588167083318,30.977834701538086,2405055
2015-05-08,31.259552839013423,32.08542227106493,31.1978041608635,31.965787887573242,2095002
2015-05-11,31.846153239957694,32.00052200398535,31.66091307859593,31.838436126708984,1168965
2015-05-12,31.49110926439014,31.830721156988815,31.035722999228764,31.73038101196289,2091346
2015-05-13,31.79598351556914,32.27452401718141,31.576008991539865,31.71108055114746,1954831
2015-05-14,31.236404217458027,31.618464663644836,30.88135514243295,31.52584457397461,2911842
2015-05-15,31.606887855068212,31.92334253043607,31.17079582892278,31.386913299560547,2250355
2015-05-18,31.548995122265733,31.730378195286185,31.082031755733944,31.714941024780273,2237219
2015-05-19,31.819135736123513,32.48291929383797,31.792121425953226,32.4327507019043,2632434
2015-05-20,32.3671502056046,32.85726789680045,32.16260988751397,32.82253646850586,1917648
2015-05-21,32.872698267144486,33.459295952464736,32.81480962095803,33.362815856933594,3209564
2015-05-22,33.36667573611385,33.54805878599634,33.23160419184141,33.432281494140625,2133667
2015-05-25,33.16214399129997,33.26248413151991,33.00391519540164,33.235469818115234,255522
2015-05-26,33.20073057586193,33.679271033537304,32.86498172199808,33.289493560791016,2453427
2015-05-27,33.45157929613012,33.9609940897021,33.21616762427939,33.79890823364258,2698638
2015-05-28,33.5712155189693,33.6792727622807,33.18915513887854,33.625244140625,2058298
2015-05-29,33.48245591788537,33.609807416711924,32.71061509046558,32.74920654296875,3910609
2015-06-01,33.023208470041965,33.10811142903289,32.49063937865206,32.66044235229492,1927056
2015-06-02,32.93830872366925,32.94602878124267,32.158750736093296,32.49064254760742,2932122
2015-06-03,32.51379774027084,33.03478975614321,32.37486614345962,32.73377227783203,2022431
2015-06-04,32.65659073406331,33.20073705742042,32.01210132127964,32.76078796386719,3300567
2015-06-05,32.63729184575473,33.16214388537423,32.43275448143847,32.872703552246094,3109462
2015-06-08,32.86884461325495,33.150567842350355,32.61799572735839,32.826393127441406,3336231
2015-06-09,32.63729159452009,32.77622318889927,32.108579530113786,32.35942840576172,4013505
2015-06-10,31.865863362625838,32.70021426404621,31.45456635847095,32.54744338989258,3396211
2015-06-11,32.41818337544608,33.09584549828872,32.31633711260461,32.73155212402344,2786950
2015-06-12,32.78247743910681,32.833399077331215,31.728768014157477,32.14006805419922,2977752
2015-06-15,31.77185582544463,32.018634049527975,31.517241664291387,31.717016220092773,2590172
2015-06-16,31.49373589278448,31.999046183381815,31.10594073526893,31.8619441986084,3212758
2015-06-17,31.94029117678493,31.948124124968984,31.3997280960585,31.52115821838379,2234171
2015-06-18,31.54466502405183,31.80319718289299,31.000183889136316,31.689599990844727,3397923
2015-06-19,31.834529344647084,32.3515906311679,31.693515346990896,31.826696395874023,2036864
2015-06-22,32.85299163061469,33.5972444210674,32.71197462034187,33.48365020751953,3849993
2015-06-23,33.726504558199075,34.063378135656734,33.636412199422274,33.8792724609375,2942258
2015-06-24,33.84010243368362,34.10254955519855,33.319123170830764,33.5228157043457,3110381
2015-06-25,33.248617764761526,33.91453204644362,33.14285650800415,33.644248962402344,2347490
2015-06-26,33.4248838449917,33.78525922615583,33.02533475795542,33.55023193359375,1880805
2015-06-29,32.042142353854416,32.68846677123483,31.740521503111196,32.237998962402344,3385032
2015-06-30,32.17140464218533,32.36334626552221,31.548582077026367,31.548582077026367,3675908
2015-07-01,31.983378500118146,32.9274056141124,31.728764361240874,32.54744338989258,3336720
2015-07-02,32.67671134827825,32.68062931669882,32.05388885345096,32.06172180175781,1722341
2015-07-03,31.99905092933571,32.06172348468306,31.560331087766595,31.783607482910156,1800077
2015-07-06,30.99234944657099,31.560332390913402,30.75340415559078,31.13728141784668,3448238
2015-07-07,31.137278623680828,31.21953802963967,29.95822414973654,29.962139129638672,3958991
2015-07-08,30.0404811411006,30.72206115607139,29.977805605292968,30.45569610595703,2953391
2015-07-09,30.631968852646274,31.344886706090442,30.45178115216416,31.172534942626953,2785329
2015-07-10,32.21841258161527,32.382931417975186,31.838450277259238,32.29283905029297,2898393
2015-07-13,32.78248003741088,33.18594417214427,32.6179582152337,32.94308090209961,2227051
2015-07-14,32.98225059694418,33.025339288487274,32.75114124097176,32.89607620239258,1377441
2015-07-15,32.829480351470416,32.89607386273179,32.28108429544285,32.794227600097656,2296369
2015-07-16,33.09585123690881,33.75001462741744,32.94700127966496,33.605079650878906,2331699
2015-07-17,33.77351430692968,33.953702029507454,33.50714919778542,33.79701614379883,1923364
