Date,Open,High,Low,Close,Volume
2015-01-02,115.32306495063295,116.06921915642215,113.33329931762687,113.91364288330078,494248
2015-01-05,112.75295410852155,115.4059622633198,111.09482243045505,111.21917724609375,888302
2015-01-06,111.46789952791187,112.54568764876323,111.05336660839525,111.21917724609375,760714
2015-01-07,111.92389981184974,112.67005408371192,110.59738927238136,111.84098815917969,653133
2015-01-08,113.12602123038018,116.02775141111823,112.75294416582177,115.90339660644531,872938
2015-01-09,115.48886847544813,116.31793427548646,113.66492624547182,114.24526977539062,732982
2015-01-12,114.5769009578843,117.35427668875764,114.5769009578843,116.81537628173828,854154
2015-01-13,116.4008222196979,119.46837550918661,116.15211262371899,118.26622009277344,727470
2015-01-14,116.48375157248495,118.72222683060247,116.35939675557766,117.3957290649414,820209
2015-01-15,118.26623857281656,121.37523551374802,114.45254324893186,121.12652587890625,1360985
2015-01-16,120.21455065283482,123.40645929935069,120.17309482939801,121.58250427246094,1278931
2015-01-19,121.54107332933897,122.78467225432999,121.00217287151739,121.6654281616211,617314
2015-01-20,121.99704218702897,123.28209686279297,120.71200016180666,123.28209686279297,792656
2015-01-21,123.40644370628661,124.19405364990234,121.41667828760833,124.19405364990234,1071786
2015-01-22,123.7380880143202,124.85733206160118,122.28722266071846,124.56715393066406,1212603
2015-01-23,125.1060054226173,129.16843482451006,124.81584002639957,129.0440673828125,1162617
2015-01-26,128.50521039817505,131.5312957763672,128.2979439297909,131.5312957763672,893390
2015-01-27,131.15822802442992,132.15310461357208,128.7124860530473,129.5830078125,957886
2015-01-28,129.7487819695928,130.20477063441797,128.0906505706204,130.16331481933594,855806
2015-01-29,129.25135956798596,132.81634521484375,129.25135956798596,132.81634521484375,886730
2015-01-30,132.31890374886194,132.52617019417622,130.20478347654816,131.8629150390625,1065091
2015-02-02,131.82147100341393,133.10652560934156,130.03898447459045,130.74368286132812,860515
2015-02-03,131.2411037218902,131.82144718568168,129.00262884695806,129.12698364257812,1014191
2015-02-04,128.83682263409528,130.95094299316406,128.42228972645592,130.95094299316406,740077
2015-02-05,129.87317232088822,131.4069493450696,129.83172914499852,130.99241638183594,620831
2015-02-06,130.61932603811138,131.32402441403127,129.74880437323074,130.66078186035156,603523
2015-02-09,129.66587795990716,130.20477828656763,128.5466467901466,129.2928009033203,1126302
2015-02-10,128.8782954868689,131.36549326140047,128.62957317930733,130.6193389892578,698965
2015-02-11,129.8317120351977,131.73855329434684,129.79025621422917,131.3240203857422,636353
2015-02-12,131.5727246978157,131.98725754982553,129.83169430969755,130.9094696044922,880975
2015-02-13,133.85265151643412,134.88898361651573,126.0594391840357,129.37570190429688,1788034
2015-02-16,128.87829306710384,128.96120471824835,127.80050485493452,128.09068298339844,812377
2015-02-17,128.0906531665327,128.96117469874312,126.92996622394472,128.83680725097656,772836
2015-02-18,128.50523397579266,129.1684893264216,128.04924513157627,128.87831115722656,872706
2015-02-19,128.3393924077911,130.28768950876233,128.00775848703347,130.24624633789062,860374
2015-02-20,129.95607083389086,130.99240313719142,129.16846081349058,130.66078186035156,1086755
2015-02-23,130.99241260919044,131.82147851178027,130.32915735701025,131.6142120361328,560015
2015-02-24,131.8214376882504,132.4846927350284,130.53638340709387,132.07015991210938,706853
2015-02-25,131.82147245164103,132.48472767332984,131.44839534273518,132.19454956054688,557318
2015-02-26,132.31888823799645,133.8111963488941,131.3654551109914,133.6453857421875,645209
2015-02-27,133.47958275276267,134.5159149169922,132.15307252233322,134.5159149169922,732689
2015-03-02,135.0133703940183,135.05481356352593,133.27232715633227,134.39157104492188,615748
2015-03-03,133.89415183962643,135.5108279230614,133.1065417118548,133.56253051757812,545506
2015-03-04,133.97706499903802,135.386474609375,132.65055439487222,135.386474609375,684737
2015-03-05,135.67663023277427,136.712962613564,135.51081958195627,136.58860778808594,775649
2015-03-06,136.25698731505656,137.5005861795668,136.13261983828042,137.29331970214844,659532
2015-03-09,136.50567059535138,137.16892572506117,135.3449836062638,137.04457092285156,618031
2015-03-10,136.54715426589038,137.29332118296966,135.88389900088947,136.63006591796875,625121
2015-03-11,137.5420364740817,140.94121193990824,137.16895932552572,140.69248962402344,1006589
2015-03-12,140.36083088601913,141.1898966175957,139.69757577065008,140.153564453125,573673
2015-03-13,140.31939470715918,142.39205932617188,140.0706724227695,142.39205932617188,644393
2015-03-16,142.4335100378636,143.92583104011348,142.22624358339945,143.67710876464844,642940
2015-03-17,143.59418320783374,144.4647047623344,142.1847739841627,143.0138397216797,690887
2015-03-18,141.93607200597594,142.84804950772093,140.7339290449783,141.7288055419922,975649
2015-03-19,141.72878096842382,142.59930249632893,140.07064954404788,141.1484375,710309
2015-03-20,141.02410404249676,143.0967686365926,141.02410404249676,142.68223571777344,1051530
2015-03-23,142.9724109958391,143.055322645517,140.40231431286495,141.89462280273438,549612
2015-03-24,141.89460123363423,143.51128960281272,141.6044358049522,142.10186767578125,707685
2015-03-25,141.56298441237223,141.85316250066634,139.57323156576723,140.07066345214844,562794
2015-03-26,138.8685228697647,140.11212158203125,137.12747961237542,140.11212158203125,753317
2015-03-27,140.8168222318185,142.889486599961,140.36083354071926,142.72366333007812,822331
2015-03-30,142.59932436859964,144.46472250714237,141.85317017339884,143.05531311035156,586466
2015-03-31,142.59932781185142,144.13310471190462,141.89461677116947,142.06044006347656,825185
2015-04-01,141.27279990333545,143.63564237051207,140.4022909790973,142.0189666748047,650002
2015-04-02,142.4335028442517,143.59418987041414,142.10186894353401,143.17965698242188,358262
2015-04-07,144.75486995262835,145.66683459244098,142.8894722091694,145.21084594726562,462511
2015-04-08,144.13310903099966,144.9621749152147,143.05532085141184,144.29891967773438,602539
2015-04-09,144.92072476385985,145.8741455078125,144.50619180552533,145.8741455078125,579083
2015-04-10,145.9984830780517,148.36131286621094,145.7083050064433,148.36131286621094,579074
2015-04-13,147.69807693598347,148.31987632693014,146.8690110813879,148.11260986328125,610608
2015-04-14,147.8224394961042,147.98825013140944,146.12285202050933,147.24209594726562,621440
2015-04-15,147.82244210796148,148.44424148924801,147.03483208844003,147.65663146972656,547329
2015-04-16,147.15919377253604,148.40279259314903,145.74978430594962,148.19552612304688,681541
2015-04-17,147.9467776490804,148.6100327661501,145.7083026981918,146.16429138183594,871584
2015-04-20,145.21088903939372,146.9104766845703,145.12799003873988,146.9104766845703,710302
2015-04-21,147.9467813384522,150.3096237986422,147.24208303755552,147.69805908203125,795543
2015-04-22,147.65662623714002,148.44423622875053,145.29378361176816,146.8275604248047,594842
2015-04-23,147.32497700567623,147.86387731799323,143.51128225573737,145.0865020751953,842944
2015-04-24,145.41813490077703,146.45446714109198,144.2574478518403,145.70831298828125,509431
2015-04-27,145.5010346608182,148.85875337540642,143.7185484132232,148.6100311279297,709393
2015-04-28,147.94680214353608,148.1955244349337,142.9724069177481,144.25746154785156,752047
2015-04-29,144.2988975665013,145.83266162695222,140.27792358398438,140.27792358398438,820080
2015-04-30,140.11212708060464,142.59932460274555,138.66126185935576,141.31427001953125,900945
2015-05-04,142.9724000561487,144.50617690404007,141.48007902992424,143.71856689453125,567817
2015-05-05,143.17111327193388,145.40289313266032,140.13924926236865,140.39190673828125,1111922
2015-05-06,139.8866478464776,141.99210604494536,139.25501038693724,141.2762451171875,830548
2015-05-07,140.7709048708811,142.83426381746943,139.17076206607254,141.99208068847656,964900
2015-05-08,143.2132576371877,146.16089887643892,142.20264035386933,146.07667541503906,662614
2015-05-11,144.3502144912322,145.02396371076034,142.79218307493954,143.2974853515625,628496
2015-05-12,142.413187536905,142.413187536905,139.76030268545026,141.69732666015625,582948
2015-05-13,141.78154454329018,143.33957572741141,139.50763965989358,140.01295471191406,530918
2015-05-14,139.50766044875152,143.42382055874137,138.8760229649497,143.2974853515625,513972
2015-05-15,143.59221324212854,144.43439631099733,141.10777575910438,141.82362365722656,662580
2015-05-18,141.48678366928578,143.00271606445312,139.92873954217285,143.00271606445312,519835
2015-05-19,143.17112635612705,147.3820418371896,143.00269230702338,147.21360778808594,830429
2015-05-20,146.5398664202009,147.38204956054688,145.5292492219247,147.38204956054688,527595
2015-05-21,146.66618371136613,147.33993277063115,145.73978999923438,147.29782104492188,437881
2015-05-22,147.3820418371896,147.3820418371896,146.07665546792137,147.21360778808594,451300
2015-05-25,146.96095523700131,147.21361274451044,145.90822633129213,146.7082977294922,193783
2015-05-26,147.12938134748487,148.18211019635166,145.57135036157837,146.20298767089844,802118
2015-05-27,147.17151959592766,149.9086150962811,146.24511290168337,149.6138458251953,689281
2015-05-28,149.06643158045435,149.4032997318831,147.46628858512346,148.6453399658203,437271
2015-05-29,148.85586655858174,149.06641233872116,144.6028392296262,144.81338500976562,952178
2015-06-01,145.78189613135171,147.29781539316474,145.02392364975125,146.20298767089844,468356
2015-06-02,147.55047681578952,147.55047681578952,142.87635803222656,142.87635803222656,759698
2015-06-03,143.17113507763372,145.73979624769498,142.41317538514778,143.63433837890625,515293
2015-06-04,142.5816169141189,144.68707489320897,140.05506733921084,143.171142578125,550210
2015-06-05,142.4973926954151,142.79216195119537,140.18138893075627,140.34982299804688,534080
2015-06-08,140.34980736109088,141.23410217921312,139.42341366885807,139.6760711669922,456314
2015-06-09,139.21289566346653,139.76030964303456,137.48641740765675,138.70758056640625,674609
2015-06-10,138.4970252442321,142.03419212876221,137.73906550136704,141.31834411621094,718122
2015-06-11,140.81302173541653,143.80277452256945,140.18138436562487,142.118408203125,627971
2015-06-12,141.90785643896973,142.37105972745545,138.37068988718775,139.50762939453125,537981
2015-06-15,138.37068142264417,139.17075277161604,137.14951853729826,137.44427490234375,565144
2015-06-16,136.64424419409772,139.4655634671979,135.928383229073,138.9181365966797,603665
2015-06-17,139.6339997900043,139.67611152697737,135.71783956407066,136.7284698486328,576125
2015-06-18,136.2652314473157,138.20225519432424,134.95984504059072,137.90748596191406,643990
2015-06-19,138.2864625730066,139.2970797237677,135.75991327075667,136.26522827148438,1707362
2015-06-22,139.38130530687448,142.0341769745523,138.53912219323777,141.6551971435547,965452
2015-06-23,143.17114508087474,143.92910482631865,141.9499820017947,142.91848754882812,814896
2015-06-24,143.29745443386284,143.42378961378378,141.23410833543497,142.32894897460938,603707
2015-06-25,139.92871895429374,142.87635984704727,139.00232524127358,141.0235595703125,910521
2015-06-26,140.055072089239,143.21325916498537,139.80241455304005,142.03419494628906,623951
2015-06-29,136.3915557861328,139.2970850241392,135.21250454049667,136.3915557861328,1102544
2015-06-30,136.30734199521248,137.4021697616845,134.45452886584098,134.74929809570312,1101763
2015-07-01,134.15980796153391,137.6127519278554,133.14919052872511,135.46519470214844,1048642
2015-07-02,135.63361323326984,136.60211881799967,133.86502329080207,134.201904296875,566744
2015-07-03,133.94926699728322,134.7914503636909,132.77020257389344,133.3597412109375,428076
2015-07-06,130.53838128808457,133.57024560666622,130.11728973554236,131.2963409423828,788245
2015-07-07,131.29636860025158,131.97011779638473,129.52779141743625,129.65411376953125,776968
2015-07-08,129.82251022687208,131.67532319187518,129.61196446727564,131.04368591308594,737568
2015-07-09,131.7595802645967,135.08620186957512,131.33848859686026,134.53878784179688,697232
2015-07-10,137.90750652749983,139.08655793157848,136.98109981665482,138.66546630859375,859863
2015-07-13,141.2762295231363,141.73943284581028,139.12865982760823,140.30772399902344,721586
2015-07-14,140.64456262201838,142.2447052001953,140.30769455841047,142.2447052001953,522204
2015-07-15,141.7394184320454,143.00269308322103,140.81301188090555,142.83425903320312,525991
2015-07-16,143.17114027354134,145.10816415326363,143.0027062080645,144.05543518066406,691518
2015-07-17,144.39230566580878,144.77128553198446,143.04482026932902,143.46591186523438,572513
2015-07-20,144.013333943272,146.20301550607985,143.8448998655244,145.2344970703125,484839
2015-07-21,145.78193640174104,145.8661470224961,143.0448406385998,143.2974853515625,497490
2015-07-22,142.70790842567587,143.63431487663698,141.9078371365874,142.2447052001953,558541
2015-07-23,143.55011449514416,143.71854855400522,141.44465663264367,142.37106323242188,381006
2015-07-24,142.28686785841631,144.43443787213567,142.2447561227164,142.6658477783203,505017
2015-07-27,142.03419957417768,142.70794874242884,139.71819564316817,139.92874145507812,555397
2015-07-28,140.68671939175593,141.99210604494536,140.2235160179536,141.2762451171875,443415
2015-07-29,141.6130784275957,143.46589146669564,140.68668475873957,143.08689880371094,879472
2015-07-30,144.0133257996331,144.1396481381264,142.11841361805895,143.46591186523438,576781
2015-07-31,142.413182875471,145.61346872379517,142.0341901585996,143.46591186523438,856951
2015-08-03,142.83426557756022,147.67681862894216,142.83426557756022,147.04518127441406,768711
2015-08-04,146.96094550050958,147.8452402928577,146.03453898458417,147.76101684570312,460573
2015-08-05,148.2242184756847,150.24545267825746,147.76101522280945,149.90858459472656,723479
2015-08-06,149.69805923870675,150.7086764777741,149.3190793803934,150.03492736816406,633211
2015-08-07,149.6559292960685,149.7401527435302,148.3926546883065,149.0242919921875,395707
